PHYSIO2BIDS -- 2018-11-01 14:55:26.519184
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess03/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess03/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI2/ses-03/func
-------------------------------------------------
Conversion target: Physio_log_20171115_161201_cff04c3d-956e-40d4-ae4f-01fe231e95de.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_164800_488e9cb0-8db4-4373-826a-8f3744944c04.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_162713_48d35b58-ea4c-43a8-a12b-ebe300620bb0.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_161937_d024c3a8-5105-4334-882e-cc17ee32dd4b.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_163935_ca45aaed-026b-4782-8dce-0f55b2e6e566.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_161937_d024c3a8-5105-4334-882e-cc17ee32dd4b.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_163935_ca45aaed-026b-4782-8dce-0f55b2e6e566.resp	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_164800_488e9cb0-8db4-4373-826a-8f3744944c04.resp	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_163935_ca45aaed-026b-4782-8dce-0f55b2e6e566.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_161201_cff04c3d-956e-40d4-ae4f-01fe231e95de.resp	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_164800_488e9cb0-8db4-4373-826a-8f3744944c04.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_155630_28ffc184-afc1-4405-9baa-3ceb008e8460.resp	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_161937_d024c3a8-5105-4334-882e-cc17ee32dd4b.resp	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_165604_1d3ad5bd-e715-41d8-be98-bf7a423bddb2.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_165604_1d3ad5bd-e715-41d8-be98-bf7a423bddb2.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_170346_fe0cc93a-6cf0-494d-bce7-f6cf747405f3.ext	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_161201_cff04c3d-956e-40d4-ae4f-01fe231e95de.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_170346_fe0cc93a-6cf0-494d-bce7-f6cf747405f3.resp	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_170346_fe0cc93a-6cf0-494d-bce7-f6cf747405f3.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_162713_48d35b58-ea4c-43a8-a12b-ebe300620bb0.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171115_160422_fb880644-6f1d-49a6-81ac-645af848e91e.puls	MATCHED TO sub-CSI2_ses-03_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
