PHYSIO2BIDS -- 2018-11-01 14:55:49.009143
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess09/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess09/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-09/func
-------------------------------------------------
Conversion target: Physio_log_20171213_101454_1a8e7048-ffe5-46de-b0b4-5183c15c7b88.puls	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_095943_29e06a70-3714-405e-9a96-3ee9e5d0419f.resp	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_105910_4f8a10a9-6d20-4240-a745-01b3f410e990.puls	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_110704_fbb01109-c36f-415f-9f04-0b55828475ca.ext	MATCHED TO sub-CSI3_ses-09_task-localizer__recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_110704_fbb01109-c36f-415f-9f04-0b55828475ca.resp	MATCHED TO sub-CSI3_ses-09_task-localizer__recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_105105_35b26cfd-f3dc-484b-b2e0-546d8e7e47ea.puls	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_101454_1a8e7048-ffe5-46de-b0b4-5183c15c7b88.ext	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_100709_73e20b78-3e31-4732-8dfa-0869b1bacc7d.ext	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_103516_bd1a62d7-b4ec-4049-8b5b-6f4c168cfdd7.puls	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_104331_dce0b56a-ab56-4c28-a2c4-d1ccd2db45e6.ext	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_105105_35b26cfd-f3dc-484b-b2e0-546d8e7e47ea.ext	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_103516_bd1a62d7-b4ec-4049-8b5b-6f4c168cfdd7.resp	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_105105_35b26cfd-f3dc-484b-b2e0-546d8e7e47ea.resp	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_105910_4f8a10a9-6d20-4240-a745-01b3f410e990.ext	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_110704_fbb01109-c36f-415f-9f04-0b55828475ca.puls	MATCHED TO sub-CSI3_ses-09_task-localizer__recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_095120_47b8ebba-73b8-47a9-ac41-f9182149d3f8.ext	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_095943_29e06a70-3714-405e-9a96-3ee9e5d0419f.puls	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171213_102250_10d4649c-174b-48d6-8fbd-4fb1bd6e4f44.resp	MATCHED TO sub-CSI3_ses-09_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
