PHYSIO2BIDS -- 2018-11-01 14:55:31.927430
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess08/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess08/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI2/ses-08/func
-------------------------------------------------
Conversion target: Physio_log_20171206_124757_56092fcf-6bf4-41f0-b1a3-d2e621cc98cb.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_133048_694c39aa-df09-4d81-87e1-918ffbdc5096.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_130254_feb86f5e-9cb3-4d68-9524-a01a2d8937dd.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_124757_56092fcf-6bf4-41f0-b1a3-d2e621cc98cb.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_133854_fcbc56d2-ee3f-428f-b6e0-16d0065fecb5.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_123218_7d807383-07ef-4dc1-b630-dd31d2a7b2c1.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_134632_2f75362e-8167-418b-84cc-5b33f8501458.puls	MATCHED TO sub-CSI2_ses-08_task-localizer__recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_124019_e6fb56d7-eea9-412f-9a36-1f5da6905b91.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_133854_fcbc56d2-ee3f-428f-b6e0-16d0065fecb5.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_132316_1bcc9fcf-75a5-4f5b-a31a-a1b57f69af94.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_125532_43d2d724-9751-47fa-a1ce-0a18af9bc852.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_124019_e6fb56d7-eea9-412f-9a36-1f5da6905b91.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_124757_56092fcf-6bf4-41f0-b1a3-d2e621cc98cb.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_132316_1bcc9fcf-75a5-4f5b-a31a-a1b57f69af94.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_131502_ce4cefd7-8242-4773-a90e-3500720ba4d2.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_134632_2f75362e-8167-418b-84cc-5b33f8501458.resp	MATCHED TO sub-CSI2_ses-08_task-localizer__recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_133048_694c39aa-df09-4d81-87e1-918ffbdc5096.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_131502_ce4cefd7-8242-4773-a90e-3500720ba4d2.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_125532_43d2d724-9751-47fa-a1ce-0a18af9bc852.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_130254_feb86f5e-9cb3-4d68-9524-a01a2d8937dd.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_125532_43d2d724-9751-47fa-a1ce-0a18af9bc852.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_133048_694c39aa-df09-4d81-87e1-918ffbdc5096.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_133854_fcbc56d2-ee3f-428f-b6e0-16d0065fecb5.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_123218_7d807383-07ef-4dc1-b630-dd31d2a7b2c1.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_131502_ce4cefd7-8242-4773-a90e-3500720ba4d2.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_132316_1bcc9fcf-75a5-4f5b-a31a-a1b57f69af94.resp	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_124019_e6fb56d7-eea9-412f-9a36-1f5da6905b91.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_130254_feb86f5e-9cb3-4d68-9524-a01a2d8937dd.puls	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_123218_7d807383-07ef-4dc1-b630-dd31d2a7b2c1.ext	MATCHED TO sub-CSI2_ses-08_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171206_134632_2f75362e-8167-418b-84cc-5b33f8501458.ext	MATCHED TO sub-CSI2_ses-08_task-localizer__recording-trigger_physio	CONVERTED FILES WRITTEN
