PHYSIO2BIDS -- 2018-11-01 14:55:37.253005
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess13/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess13/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI2/ses-13/func
-------------------------------------------------
Conversion target: Physio_log_20180116_140924_6bd5b658-1e2b-4e2f-bee5-0675bd4dd19b.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_132602_74bc14da-d1e7-4f1c-97f8-3e8656cc23b9.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_131058_afd789c0-e9b2-4434-bd2d-16c4462d8785.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_132602_74bc14da-d1e7-4f1c-97f8-3e8656cc23b9.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_133342_a8711e4e-19c5-4e8c-bca7-8013b0867e75.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_142432_137ce7e9-5d8a-40aa-9bf1-f8d80febaac8.puls	MATCHED TO sub-CSI2_ses-13_task-localizer__recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_141702_0ec09cfd-009d-4a88-bf70-d8306905c445.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_131843_1f7646dd-a39c-4576-922f-74bccb66c756.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_135350_937b8cb6-9983-4acc-b9de-79266fe599ac.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_142432_137ce7e9-5d8a-40aa-9bf1-f8d80febaac8.resp	MATCHED TO sub-CSI2_ses-13_task-localizer__recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_140924_6bd5b658-1e2b-4e2f-bee5-0675bd4dd19b.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_133342_a8711e4e-19c5-4e8c-bca7-8013b0867e75.resp	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_132602_74bc14da-d1e7-4f1c-97f8-3e8656cc23b9.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_131058_afd789c0-e9b2-4434-bd2d-16c4462d8785.puls	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_142432_137ce7e9-5d8a-40aa-9bf1-f8d80febaac8.ext	MATCHED TO sub-CSI2_ses-13_task-localizer__recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_135350_937b8cb6-9983-4acc-b9de-79266fe599ac.ext	MATCHED TO sub-CSI2_ses-13_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
