PHYSIO2BIDS -- 2018-11-01 14:55:10.956189
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI1/CSI1_sess03/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI1/CSI1_sess03/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI1/ses-03/func
-------------------------------------------------
Conversion target: Physio_log_20171103_133454_37083afa-1099-4115-a484-59b632300a07.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_132656_3113a7ac-5e62-402f-8b13-20cba6cec412.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_130615_9f27391e-abde-483e-9e5c-d451f31d5a6e.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_134225_9ad37449-0abd-42a1-a679-856d956260be.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_124306_f804385f-0486-4be9-b3e6-f8bced9dd2ba.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_134955_9f815f55-25ef-4158-8767-05467be6a3f9.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-10_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_132656_3113a7ac-5e62-402f-8b13-20cba6cec412.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_131835_b4a70de4-9b28-43e2-bd1d-85e8c6ad4ce4.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_124306_f804385f-0486-4be9-b3e6-f8bced9dd2ba.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_132656_3113a7ac-5e62-402f-8b13-20cba6cec412.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_134955_9f815f55-25ef-4158-8767-05467be6a3f9.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-10_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_125045_5dbe6d0a-5c97-4bd9-9f12-a6e5d71cad9c.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_133454_37083afa-1099-4115-a484-59b632300a07.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_125045_5dbe6d0a-5c97-4bd9-9f12-a6e5d71cad9c.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_134955_9f815f55-25ef-4158-8767-05467be6a3f9.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_134225_9ad37449-0abd-42a1-a679-856d956260be.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_123550_92608f06-503b-4ea0-8a29-8e9abb078f34.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_123550_92608f06-503b-4ea0-8a29-8e9abb078f34.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_130615_9f27391e-abde-483e-9e5c-d451f31d5a6e.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_131835_b4a70de4-9b28-43e2-bd1d-85e8c6ad4ce4.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_125835_4bee2118-939b-4be3-b8b6-533f4b4a4922.resp	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_130615_9f27391e-abde-483e-9e5c-d451f31d5a6e.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_125835_4bee2118-939b-4be3-b8b6-533f4b4a4922.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_123550_92608f06-503b-4ea0-8a29-8e9abb078f34.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_124306_f804385f-0486-4be9-b3e6-f8bced9dd2ba.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_131835_b4a70de4-9b28-43e2-bd1d-85e8c6ad4ce4.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_134225_9ad37449-0abd-42a1-a679-856d956260be.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_133454_37083afa-1099-4115-a484-59b632300a07.ext	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_125045_5dbe6d0a-5c97-4bd9-9f12-a6e5d71cad9c.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171103_125835_4bee2118-939b-4be3-b8b6-533f4b4a4922.puls	MATCHED TO sub-CSI1_ses-03_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
