PHYSIO2BIDS -- 2018-11-01 14:55:56.472961
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI4/CSI4_sess01/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI4/CSI4_sess01/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI4/ses-01/func
-------------------------------------------------
Conversion target: Physio_log_20171101_140944_041a815e-cdd5-4105-82d4-e118526280ba.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_141710_897fb318-84d4-4c62-99dc-1b819a45bfd3.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-10_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_132735_27542abf-0537-49f3-af2b-af81198eb0ac.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_133450_75496566-7705-427d-ac87-1417cb5c788a.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_135455_501711c8-b968-49af-ad0c-5d4ec958f5c0.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_131953_d75abb83-6fb1-48e0-874f-4154e5c46d87.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_133450_75496566-7705-427d-ac87-1417cb5c788a.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_131216_79566fbf-a8c9-4c01-aff4-455b89b9f96a.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_140226_c668c8d9-9c4f-4b84-ada3-4f43576c9966.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_134746_cf14e842-060a-4c21-89a9-4c2f941d7bc9.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_131216_79566fbf-a8c9-4c01-aff4-455b89b9f96a.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_140226_c668c8d9-9c4f-4b84-ada3-4f43576c9966.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_141710_897fb318-84d4-4c62-99dc-1b819a45bfd3.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-10_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_130439_608dca94-5258-45df-b6d2-cd2c0d62110f.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_140944_041a815e-cdd5-4105-82d4-e118526280ba.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_132735_27542abf-0537-49f3-af2b-af81198eb0ac.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_134746_cf14e842-060a-4c21-89a9-4c2f941d7bc9.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_135455_501711c8-b968-49af-ad0c-5d4ec958f5c0.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_131216_79566fbf-a8c9-4c01-aff4-455b89b9f96a.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_135455_501711c8-b968-49af-ad0c-5d4ec958f5c0.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_141710_897fb318-84d4-4c62-99dc-1b819a45bfd3.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_133450_75496566-7705-427d-ac87-1417cb5c788a.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_130439_608dca94-5258-45df-b6d2-cd2c0d62110f.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_130439_608dca94-5258-45df-b6d2-cd2c0d62110f.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_131953_d75abb83-6fb1-48e0-874f-4154e5c46d87.resp	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_131953_d75abb83-6fb1-48e0-874f-4154e5c46d87.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_134746_cf14e842-060a-4c21-89a9-4c2f941d7bc9.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_140226_c668c8d9-9c4f-4b84-ada3-4f43576c9966.puls	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_140944_041a815e-cdd5-4105-82d4-e118526280ba.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171101_132735_27542abf-0537-49f3-af2b-af81198eb0ac.ext	MATCHED TO sub-CSI4_ses-01_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
