PHYSIO2BIDS -- 2018-11-01 14:55:28.720910
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess05/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI2/CSI2_sess05/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI2/ses-05/func
-------------------------------------------------
Conversion target: Physio_log_20171122_100729_e0e8d39d-ef6a-4232-a3cd-76998dc51db9.resp	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_103000_e108f5aa-83a0-4dd9-88a8-fc0196b57e96.resp	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_105032_aa0f21ac-8a76-4b86-a069-76a4efee3b67.puls	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_111345_cd7c356c-50d5-4418-9ec8-98142f73184b.resp	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_102238_84676896-8821-4e0f-9101-fd116aea16e8.ext	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_102238_84676896-8821-4e0f-9101-fd116aea16e8.puls	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_103000_e108f5aa-83a0-4dd9-88a8-fc0196b57e96.ext	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_101508_ba49c1b8-1dda-4d93-8767-965a7e7a318a.ext	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_110555_951f707a-fd2e-42da-8796-a9fa42809d49.ext	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_105032_aa0f21ac-8a76-4b86-a069-76a4efee3b67.resp	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_104210_b63a84f1-90af-4858-98b7-4e58c56dac92.resp	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_105813_489e0d05-d76d-4475-bbf5-56e6b95efb41.ext	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171122_102238_84676896-8821-4e0f-9101-fd116aea16e8.resp	MATCHED TO sub-CSI2_ses-05_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
