PHYSIO2BIDS -- 2018-11-01 14:55:24.054427
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI1/CSI1_sess15/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI1/CSI1_sess15/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI1/ses-15/func
-------------------------------------------------
Conversion target: Physio_log_20180122_121939_528e3035-e9d7-4645-8519-3176c3489676.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_121939_528e3035-e9d7-4645-8519-3176c3489676.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_114354_b4fc756d-2e37-4547-9aef-41bc3877f06c.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_120629_fc8ff324-2e1e-4d9e-ac85-ba7bc00a0997.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_122734_1057338d-f814-4c65-bdd8-d764faa6e1da.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_120629_fc8ff324-2e1e-4d9e-ac85-ba7bc00a0997.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_125046_0beb07d4-64c4-4012-851d-2d632ce6ef00.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_113606_4af93cb6-4498-40c0-b8b4-e91456727452.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_115851_c3a18387-83e2-45e0-b0e0-0001654acfe6.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_124255_a706ce98-bc52-4e22-909b-ff31b4a07c2b.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_120629_fc8ff324-2e1e-4d9e-ac85-ba7bc00a0997.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_121939_528e3035-e9d7-4645-8519-3176c3489676.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_124255_a706ce98-bc52-4e22-909b-ff31b4a07c2b.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_115124_c93e0aa9-1e96-4617-977e-8f3699e1d8e0.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_123518_37087d78-9f79-4357-9cf5-8ca42b1cbe80.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_115124_c93e0aa9-1e96-4617-977e-8f3699e1d8e0.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_115124_c93e0aa9-1e96-4617-977e-8f3699e1d8e0.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_123518_37087d78-9f79-4357-9cf5-8ca42b1cbe80.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_114354_b4fc756d-2e37-4547-9aef-41bc3877f06c.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_124255_a706ce98-bc52-4e22-909b-ff31b4a07c2b.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_123518_37087d78-9f79-4357-9cf5-8ca42b1cbe80.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_125046_0beb07d4-64c4-4012-851d-2d632ce6ef00.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-10_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_115851_c3a18387-83e2-45e0-b0e0-0001654acfe6.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_122734_1057338d-f814-4c65-bdd8-d764faa6e1da.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_125046_0beb07d4-64c4-4012-851d-2d632ce6ef00.ext	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-10_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_122734_1057338d-f814-4c65-bdd8-d764faa6e1da.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_114354_b4fc756d-2e37-4547-9aef-41bc3877f06c.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_113606_4af93cb6-4498-40c0-b8b4-e91456727452.puls	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180122_113606_4af93cb6-4498-40c0-b8b4-e91456727452.resp	MATCHED TO sub-CSI1_ses-15_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
