PHYSIO2BIDS -- 2018-11-01 14:55:51.112062
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess11/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess11/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-11/func
-------------------------------------------------
Conversion target: Physio_log_20180129_132706_8ab969d6-32ab-47b3-9e24-a98e4d2aaa5b.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_124352_6c516819-922b-47d4-bd20-b82154db844e.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_130635_a136663f-2fda-4733-9d2d-62f00fa06e8e.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_125115_e8b2a379-d664-4c38-addf-94f100c1b808.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_134215_0e1f9594-b766-4d40-82c3-ee0512943e76.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_123520_d4971dd7-7d5b-4374-9a5b-008ac896d32e.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_123520_d4971dd7-7d5b-4374-9a5b-008ac896d32e.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_125850_51d8e8fb-0fdd-4d55-9371-a9d16bd55a7a.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_131918_e67466c5-27b0-42e3-a2b4-b2883fc00d02.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_131918_e67466c5-27b0-42e3-a2b4-b2883fc00d02.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_125115_e8b2a379-d664-4c38-addf-94f100c1b808.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_133443_87875294-e0d5-483c-9cb0-9d876a2c61c6.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_132706_8ab969d6-32ab-47b3-9e24-a98e4d2aaa5b.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_124352_6c516819-922b-47d4-bd20-b82154db844e.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_134215_0e1f9594-b766-4d40-82c3-ee0512943e76.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_132706_8ab969d6-32ab-47b3-9e24-a98e4d2aaa5b.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_125115_e8b2a379-d664-4c38-addf-94f100c1b808.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_130635_a136663f-2fda-4733-9d2d-62f00fa06e8e.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_125850_51d8e8fb-0fdd-4d55-9371-a9d16bd55a7a.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_133443_87875294-e0d5-483c-9cb0-9d876a2c61c6.ext	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_131918_e67466c5-27b0-42e3-a2b4-b2883fc00d02.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_124352_6c516819-922b-47d4-bd20-b82154db844e.puls	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_134959_2618909c-4b76-428e-a000-58ea5c718a06.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-10_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180129_134215_0e1f9594-b766-4d40-82c3-ee0512943e76.resp	MATCHED TO sub-CSI3_ses-11_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
