PHYSIO2BIDS -- 2018-11-01 14:55:45.796770
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess06/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess06/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-06/func
-------------------------------------------------
Conversion target: Physio_log_20171205_100758_e43a05ac-8d1d-43e8-bc39-a68525df0cb1.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_102832_186de561-9f6a-421a-9ce9-1615247e75a4.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_100758_e43a05ac-8d1d-43e8-bc39-a68525df0cb1.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_102016_0356773a-4bf8-42fd-91c1-9b8dc46a6d70.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_094444_d68b7f97-4818-46a1-968f-fb8797838ab8.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_100012_bd826c52-a358-4db0-981e-adcfde00271c.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_104350_8671020e-dab3-49f6-8729-9b779a9701d8.puls	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_104350_8671020e-dab3-49f6-8729-9b779a9701d8.resp	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20171205_102832_186de561-9f6a-421a-9ce9-1615247e75a4.ext	MATCHED TO sub-CSI3_ses-06_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
