PHYSIO2BIDS -- 2018-11-01 14:55:50.055901
-------------------------------------------------
DICOM directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess10/	Physio directory: /media/tarrlab/scenedata/5000Scenes/5000Scenes_fMRI_raw/CSI3/CSI3_sess10/physio	Output directory: /media/tarrlab/scenedata2/5000_BIDS/sub-CSI3/ses-10/func
-------------------------------------------------
Conversion target: Physio_log_20180116_105802_5162df17-f0cb-4c7d-9c3c-cf51fcb9708e.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-09_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_100633_bd70cd40-e3cf-43dc-b0f9-bd2e36b744e8.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-03_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_105018_83073677-e62c-45ad-bc5c-5bc2c3998964.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-08_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_110530_0ac5afc5-d506-49fa-983d-38efdc60665e.resp	MATCHED TO sub-CSI3_ses-10_task-localizer__recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_095839_10b72db4-7a6a-4d28-9a38-fb62d816e62c.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-02_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_101406_ff787184-7874-41cb-8beb-b4da95f92928.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-04_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_095059_558fddb8-dc9a-4cfc-9fcc-6080bfd3c72c.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-01_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_100633_bd70cd40-e3cf-43dc-b0f9-bd2e36b744e8.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-03_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_104247_9e1c1734-fd03-45fb-9abb-b2263907f00d.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-07_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_102156_db3778b1-a94c-4d76-9a5c-44cbcd95ff84.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-05_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_104247_9e1c1734-fd03-45fb-9abb-b2263907f00d.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-07_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_105018_83073677-e62c-45ad-bc5c-5bc2c3998964.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-08_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_103442_ce31dec2-4f13-4188-85b8-a7bf30bde087.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-06_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_102156_db3778b1-a94c-4d76-9a5c-44cbcd95ff84.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-05_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_095059_558fddb8-dc9a-4cfc-9fcc-6080bfd3c72c.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-01_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_102156_db3778b1-a94c-4d76-9a5c-44cbcd95ff84.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-05_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_103442_ce31dec2-4f13-4188-85b8-a7bf30bde087.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-06_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_104247_9e1c1734-fd03-45fb-9abb-b2263907f00d.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-07_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_105018_83073677-e62c-45ad-bc5c-5bc2c3998964.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-08_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_100633_bd70cd40-e3cf-43dc-b0f9-bd2e36b744e8.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-03_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_095839_10b72db4-7a6a-4d28-9a38-fb62d816e62c.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-02_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_105802_5162df17-f0cb-4c7d-9c3c-cf51fcb9708e.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-09_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_101406_ff787184-7874-41cb-8beb-b4da95f92928.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-04_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_110530_0ac5afc5-d506-49fa-983d-38efdc60665e.ext	MATCHED TO sub-CSI3_ses-10_task-localizer__recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_101406_ff787184-7874-41cb-8beb-b4da95f92928.puls	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-04_recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_103442_ce31dec2-4f13-4188-85b8-a7bf30bde087.resp	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-06_recording-respiratory_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_105802_5162df17-f0cb-4c7d-9c3c-cf51fcb9708e.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-09_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_095839_10b72db4-7a6a-4d28-9a38-fb62d816e62c.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-02_recording-trigger_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_110530_0ac5afc5-d506-49fa-983d-38efdc60665e.puls	MATCHED TO sub-CSI3_ses-10_task-localizer__recording-cardiac_physio	CONVERTED FILES WRITTEN
Conversion target: Physio_log_20180116_095059_558fddb8-dc9a-4cfc-9fcc-6080bfd3c72c.ext	MATCHED TO sub-CSI3_ses-10_task-5000scenes_run-01_recording-trigger_physio	CONVERTED FILES WRITTEN
